Date,Adj Close,Close,High,Low,Open,Volume
2015-01-02,66.31722259521484,92.23999786376953,92.98999786376953,90.36000061035156,91.01000213623047,3462300
2015-01-05,62.31975173950195,86.68000030517578,90.77999877929688,86.0199966430664,89.95999908447266,6173600
2015-01-06,60.54391860961914,84.20999908447266,86.5999984741211,82.76000213623047,85.83999633789062,8142000
2015-01-07,60.16289520263672,83.68000030517578,85.7300033569336,82.72000122070312,85.18000030517578,5950300
2015-01-08,62.46354293823242,86.87999725341797,87.6500015258789,84.06999969482422,84.72000122070312,5836500
2015-01-09,62.880550384521484,87.45999908447266,88.02999877929688,86.01000213623047,87.0199966430664,4036600
2015-01-12,60.759613037109375,84.51000213623047,85.3499984741211,83.19999694824219,85.11000061035156,4810300
2015-01-13,61.15503692626953,85.05999755859375,86.66000366210938,84.05000305175781,84.97000122070312,5444200
2015-01-14,63.20669937133789,87.73999786376953,88.08999633789062,83.66999816894531,84.06999969482422,6698200
2015-01-15,62.33504104614258,86.52999877929688,89.5,86.44999694824219,89.04000091552734,4941700
2015-01-16,65.05809783935547,90.30999755859375,90.54000091552734,86.54000091552734,86.86000061035156,5483500
2015-01-20,64.35213470458984,89.33000183105469,89.77999877929688,87.5199966430664,89.08999633789062,5969500
2015-01-21,65.22377014160156,90.54000091552734,91.4000015258789,89.68000030517578,90.58999633789062,4911900
2015-01-22,65.0941162109375,90.36000061035156,91.37999725341797,88.58000183105469,91.37999725341797,4471600
2015-01-23,65.40387725830078,90.79000091552734,92.5199966430664,89.69999694824219,90.06999969482422,4433700
2015-01-26,66.5132827758789,92.33000183105469,92.38999938964844,90.1500015258789,91.2300033569336,3431100
2015-01-27,66.99593353271484,93.0,94.41000366210938,91.12000274658203,91.94000244140625,5283000
2015-01-28,63.46603012084961,88.0999984741211,92.69000244140625,87.76000213623047,92.33000183105469,5772900
2015-01-29,64.0495376586914,88.91000366210938,89.41000366210938,86.76000213623047,89.12000274658203,5188700
2015-01-30,64.13599395751953,89.02999877929688,90.06999969482422,87.4000015258789,88.16000366210938,7469900
2015-02-02,66.650146484375,92.5199966430664,92.56999969482422,89.52999877929688,90.98999786376953,5615500
2015-02-03,69.38040924072266,96.30999755859375,97.87999725341797,94.6500015258789,94.72000122070312,8906600
2015-02-04,68.57357025146484,95.19000244140625,97.52999877929688,93.54000091552734,94.4000015258789,9869100
2015-02-05,69.29397583007812,96.19000244140625,97.29000091552734,95.16000366210938,95.70999908447266,5596600
2015-02-06,69.00581359863281,95.79000091552734,97.20999908447266,95.56999969482422,96.98999786376953,5297800
2015-02-09,69.12108612060547,95.94999694824219,97.2300033569336,95.77999877929688,96.5999984741211,4249100
2015-02-10,68.6240005493164,95.26000213623047,96.69000244140625,93.83999633789062,96.6500015258789,4308300
2015-02-11,67.14000701904297,93.19999694824219,94.08999633789062,92.1500015258789,93.83999633789062,6332300
2015-02-12,68.29261779785156,94.80000305175781,95.23999786376953,93.47000122070312,94.95999908447266,3944500
2015-02-13,69.81986999511719,96.91999816894531,96.97000122070312,95.25,95.94000244140625,4158500
2015-02-17,69.51009368896484,96.48999786376953,96.66999816894531,95.6500015258789,96.08000183105469,4234300
2015-02-18,68.6600341796875,95.30999755859375,96.48999786376953,94.5,96.48999786376953,4534000
2015-02-19,67.57225799560547,93.80000305175781,94.73999786376953,86.58000183105469,86.68000030517578,18682400
2015-02-20,65.61280059814453,91.08000183105469,93.45999908447266,90.06999969482422,93.08999633789062,7937800
2015-02-23,66.2251205444336,91.93000030517578,92.0999984741211,89.25,90.05999755859375,5501300
2015-02-24,65.99459838867188,91.61000061035156,93.0,91.26000213623047,92.8499984741211,4215000
2015-02-25,67.01754760742188,93.02999877929688,93.25,91.29000091552734,91.54000091552734,5787800
2015-02-26,64.92839813232422,90.12999725341797,92.25,89.61000061035156,91.80999755859375,5427100
2015-02-27,64.63307189941406,89.72000122070312,90.70999908447266,89.29000091552734,90.62999725341797,3837600
2015-03-02,64.15760803222656,89.05999755859375,89.72000122070312,87.08000183105469,89.72000122070312,5347800
2015-03-03,65.10131072998047,90.37000274658203,91.11000061035156,88.5999984741211,88.9800033569336,4381400
2015-03-04,65.18778228759766,90.48999786376953,90.94999694824219,88.55000305175781,90.19999694824219,3924800
2015-03-05,64.5394058227539,89.58999633789062,90.5199966430664,89.37000274658203,89.8499984741211,2688100
2015-03-06,63.80461120605469,88.56999969482422,90.0,88.2300033569336,88.91999816894531,4063600
2015-03-09,63.19227981567383,87.72000122070312,89.25,87.63999938964844,88.08000183105469,3443600
2015-03-10,62.09013748168945,86.19000244140625,88.56999969482422,86.1500015258789,86.87999725341797,4862400
2015-03-11,62.34945297241211,86.55000305175781,87.37000274658203,85.87999725341797,86.41999816894531,3973700
2015-03-12,61.744319915771484,85.70999908447266,87.19000244140625,85.62000274658203,87.05000305175781,3051700
2015-03-13,61.5137939453125,85.38999938964844,85.66000366210938,84.0999984741211,85.19999694824219,4415600
2015-03-16,63.32199478149414,87.9000015258789,88.02999877929688,85.05999755859375,85.11000061035156,4953800
2015-03-17,62.5295295715332,86.80000305175781,87.97000122070312,86.4000015258789,86.86000061035156,3798600
2015-03-18,65.31025695800781,90.66000366210938,91.37000274658203,86.0,86.08000183105469,5386800
2015-03-19,64.49617004394531,89.52999877929688,89.9000015258789,88.36000061035156,89.4000015258789,3558700
2015-03-20,65.32462310791016,90.68000030517578,91.94000244140625,89.43000030517578,89.75,5980000
2015-03-23,64.11438751220703,89.0,91.41000366210938,89.0,91.25,3200700
2015-03-24,63.999114990234375,88.83999633789062,89.94000244140625,88.63999938964844,89.19999694824219,2681200
2015-03-25,64.80595397949219,89.95999908447266,90.6500015258789,88.79000091552734,89.68000030517578,3664800
2015-03-26,65.81450653076172,91.36000061035156,91.93000030517578,90.25,91.48999786376953,4857100
2015-03-27,65.23820495605469,90.55999755859375,91.12000274658203,90.13999938964844,90.62000274658203,2539100
2015-03-30,66.37639617919922,92.13999938964844,92.5,90.77999877929688,91.63999938964844,3478900
2015-03-31,66.05221557617188,91.69000244140625,92.47000122070312,90.83000183105469,91.12999725341797,3576000
2015-04-01,65.7136459350586,91.22000122070312,93.3499984741211,91.05999755859375,92.04000091552734,3813800
2015-04-02,66.78701782226562,92.70999908447266,92.97000122070312,89.2300033569336,90.30000305175781,4596300
2015-04-06,68.34303283691406,94.87000274658203,95.4000015258789,93.30000305175781,93.36000061035156,4770000
2015-04-07,67.91083526611328,94.2699966430664,95.98999786376953,94.12000274658203,95.19999694824219,5233200
2015-04-08,67.74510955810547,94.04000091552734,95.58000183105469,93.80000305175781,95.01000213623047,3274400
2015-04-09,68.94817352294922,95.70999908447266,96.06999969482422,94.11000061035156,94.11000061035156,3408000
2015-04-10,69.58211517333984,96.58999633789062,96.5999984741211,95.25,95.87000274658203,2570400
2015-04-13,68.21337127685547,94.69000244140625,96.9000015258789,94.19999694824219,96.75,3111400
2015-04-14,69.61196899414062,96.45999908447266,96.94999694824219,95.33999633789062,95.66000366210938,3204400
2015-04-15,70.69446563720703,97.95999908447266,98.33999633789062,96.43000030517578,96.76000213623047,5859500
2015-04-16,70.72334289550781,98.0,98.94999694824219,97.16999816894531,97.83000183105469,4054400
2015-04-17,70.16767883300781,97.2300033569336,97.47000122070312,96.38999938964844,97.04000091552734,3201200
2015-04-20,70.53570556640625,97.73999786376953,99.01000213623047,97.18000030517578,97.18000030517578,3130700
2015-04-21,69.70579528808594,96.58999633789062,98.31999969482422,96.36000061035156,97.83000183105469,3238300
2015-04-22,70.5068359375,97.69999694824219,98.5999984741211,96.30000305175781,96.94000244140625,2897800
2015-04-23,70.91820526123047,98.2699966430664,99.25,97.83999633789062,97.9800033569336,2708400
2015-04-24,69.79959106445312,96.72000122070312,97.97000122070312,95.91000366210938,97.9000015258789,3139600
